问题,回答,所属分类
Go 语言当中 Channel 缓冲有什么特点,"无缓冲的 channel 是同步的，而有缓冲的 channel 是非同步的。
Go面试题

ㅤ永久会员",
Go 语言中 cap 函数可以作用于那些内容,"cap 函数在讲引用的问题中已经提到，可以作用于的类型有：
⚫ array(数组)
⚫ slice(切片)
⚫ channel(通道)
Go面试题

ㅤ永久会员",
go convey 是什么？一般用来做什么,"⚫ go convey 是一个支持 golang 的单元测试框架
⚫ go convey 能够自动监控文件修改并启动测试，并可以将测试结果实时输出 到 Web 界面
⚫ go convey 提供了丰富的断言简化测试用例的编写
Go面试题

ㅤ永久会员",
Go 语言当中 new 和 make 有什么区别吗,"new 的作用是初始化一个纸箱类型的指针 new 函数是内建函数，函数定义：
⚫ 使用 new 函数来分配空间
⚫ 传递给 new 函数的是一个类型，而不是一个值
⚫ 返回值是指向这个新非配的地址的指针
Go面试题

ㅤ永久会员",
Go 语言中 make 的作用是什么,"make 的作用是为 slice, map or chan 的初始化 然后返回引用 make 函数是内建函数，函数定义：
make(T, args)函数的目的和 new(T)不同 仅仅用于创建 slice, map,  channel 而且返回类西行是实例
Go面试题

ㅤ永久会员",
"Printf(),Sprintf(),FprintF() 都是格式化输出，有什么不同","虽然这三个函数，都是格式化输出，但是输出的目标不一样。Printf 是标准输出，一般是屏幕，也可以重定向。 Sprintf()是把格式化字符串输出到指定的字符串中。 Fprintf()是吧格式化字符串输出到文件中。
Go面试题

ㅤ永久会员",
Go 语言当中数组和切片的区别是什么,"数组：
数组固定长度数组长度是数组类型的一部分，所以[3]int 和[4]int 是两种不同的数组类型数组需要指定大小，不指定也会根据处初始化对的自动推算出大小，不可改变数组是通过值传递的
切片：
切片可以改变长度切片是轻量级的数据结构，三个属性，指针，长度，容量不需要指定大小切片是地址传递（引用传递）可以通过数组来初始化，也可以通过内置函数 make()来初始化，初始化的时候 len=cap，然后进行扩容。
Go面试题

ㅤ永久会员",
Go 语言当中值传递和地址传递（引用传递）如何运用 有什么区别 举例说明,"Go面试题

ㅤ永久会员",
Go 语言当中数组和切片在传递的时候的区别是什么,"Go面试题

ㅤ永久会员",
Go 语言是如何实现切片扩容的,"Go面试题

ㅤ永久会员",
看下面代码的 defer 的执行顺序是什么？ defer 的作用和特 点是什么,"defer 的作用是：
你只需要在调用普通函数或方法前加上关键字 defer，就完成了 defer 所需要的语法。当 defer 语句被执行时，跟在 defer 后面的函数会被延迟执行。直到包含该 defer 语句的函数执行完毕时，defer 后的函数才会被执行，不论包含 defer 语句的函数是通过 return 正常结束，还是由于 panic 导致的异常结束。你可以在一个函数中执行多条 defer 语句，它们的执行顺序与声明顺序相反。
defer 的常用场景：
⚫ defer 语句经常被用于处理成对的操作，如打开、关闭、连接、断开连接、加锁、释放锁。
⚫ 通过 defer 机制，不论函数逻辑多复杂，都能保证在任何执行路径下，资源被释放。
⚫ 释放资源的 defer 应该直接跟在请求资源的语句后。
Go面试题

ㅤ永久会员",
Golang Slice 的底层实现,"切片是基于数组实现的，它的底层是数组，它自己本身非常小，可以理解为对底层数组的抽象。因为基于数组实现，所以它的底层的内存是连续分配的，效率非常高，还可以通过索引获得数据，可以迭代以及垃圾回收优化。 切片本身并不是动态数组或者数组指针。它内部实现的数据结构通过指针引用底层数组，设定相关属性将数据读写操作限定在指定的区域内。切片本身是一 个只读对象，其工作机制类似数组指针的一种封装。
切片对象非常小，是因为它是只有 3 个字段的数据结构：
⚫ 指向底层数组的指针
⚫ 切片的长度
⚫ 切片的容量
Go面试题

ㅤ永久会员",
Golang Slice 的扩容机制，有什么注意点,"Go 中切片扩容的策略是这样的：
⚫ 首先判断，如果新申请容量大于 2 倍的旧容量，最终容量就是新申请的容 量
⚫ 否则判断，如果旧切片的长度小于 1024，则最终容量就是旧容量的两倍
⚫ 否则判断，如果旧切片长度大于等于 1024，则最终容量从旧容量开始循环增加原来的 1/4, 直到最终容量大于等于新申请的容量
⚫ 如果最终容量计算值溢出，则最终容量就是新申请容量
Go面试题

ㅤ永久会员",
扩容前后的 Slice 是否相同,"情况一：
原数组还有容量可以扩容（实际容量没有填充完），这种情况下，扩容以后的数组还是指向原来的数组，对一个切片的操作可能影响多个指针指向相同地址 的 Slice。
情况二：
原来数组的容量已经达到了最大值，再想扩容， Go 默认会先开一片内存区域，把原来的值拷贝过来，然后再执行 append() 操作。这种情况丝毫不影响 原数组。 要复制一个 Slice，最好使用 Copy 函数。
Go面试题

ㅤ永久会员",
Golang 的参数传递、引用类型,"Go 语言中所有的传参都是值传递（传值），都是一个副本，一个拷贝。因为拷贝的内容有时候是非引用类型（int、string、struct 等这些），这样就在函数中就无法修改原内容数据；有的是引用类型（指针、map、slice、chan等 这些），这样就可以修改原内容数据。
Golang 的引用类型包括 slice、map 和 channel。它们有复杂的内部结构，除了申请内存外，还需要初始化相关属性。内置函数 new 计算类型大小，为其分配零值内存，返回指针。而 make 会被编译器翻译成具体的创建函数，由其分 配内存和初始化成员结构，返回对象而非指针。
Go面试题

ㅤ永久会员",
Golang Map 底层实现,"Golang 中 map 的底层实现是一个散列表，因此实现 map 的过程实际上就是实现散表的过程。在这个散列表中，主要出现的结构体有两个，一个叫 hmap(a  header for a go map)，一个叫 bmap(a bucket for a Go map，通常叫其 bucket)。
Go面试题

ㅤ永久会员",
Golang Map 如何扩容,"装载因子：count/2^B
触发条件：
解决方法：
Go面试题

ㅤ永久会员",
Golang Map 查找,"Go 语言中 map 采用的是哈希查找表，由一个 key 通过哈希函数得到哈希值，64位系统中就生成一个 64bit 的哈希值，由这个哈希值将 key 对应到不同的桶（bucket）中，当有多个哈希映射到相同的的桶中时，使用链表解决哈希冲突。key 经过 hash 后共 64 位，根据 hmap 中 B 的值，计算它到底要落在哪个桶时，桶的数量为 2^B，如 B=5，那么用 64 位最后 5 位表示第几号桶，在用 hash 值的高 8 位确定在 bucket 中的存储位置，当前 bmap 中的 bucket 未找到，则查询对应的 overflow bucket，对应位置有数据则对比完整的哈希值，确定是否是要查找的数据。
如果两个不同的 key 落在的同一个桶上，hash 冲突使用链表法接近，遍历 bucket 中的 key 如果当前处于 map 进行了扩容，处于数据搬移状态，则优先从 oldbuckets 查找。
Go面试题

ㅤ永久会员",
介绍一下 Channel,"Go 语言中，不要通过共享内存来通信，而要通过通信来实现内存共享。Go 的CSP(Communicating Sequential Process)并发模型，中文可以叫做通信顺序进程，是通过 goroutine 和 channel 来实现的。
所以 channel 收发遵循先进先出 FIFO，分为有缓存和无缓存，channel 中大致有 buffer(当缓冲区大小部位 0 时，是个 ring buffer)、sendx 和 recvx 收发的位置(ring buffer 记录实现)、sendq、recvq 当前 channel 因为缓冲区不足 而阻塞的队列、使用双向链表存储、还有一个 mutex 锁控制并发、其他原属等。
Go面试题

ㅤ永久会员",
Go 语言的 Channel 特性,"从一个 nil channel 接收数据，造成永远阻塞
给一个已经关闭的 channel 发送数据，引起 panic
Go面试题

ㅤ永久会员",
Channel 的 ring buffer 实现,"channel 中使用了 ring buffer(环形缓冲区) 来缓存写入的数据。ring  buffer 有很多好处，而且非常适合用来实现 FIFO 式的固定长度队列。 在 channel 中，ring buffer 的实现如下：

hchan 中有两个与 buffer 相关的变量:recvx 和 sendx。其中 sendx 表示 buffer 中可写的 index，recvx 表示 buffer 中可读的 index。 从 recvx 到 sendx 之间的元素，表示已正常存放入 buffer 中的数据。 我们可以直接使用 buf[recvx]来读取到队列的第一个元素，使用 buf[sendx] =  x 来将元素放到队尾。
Go面试题

ㅤ永久会员",
Go并发面试题阅读指南（必看）,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. Mutex 几种状态
1. Mutex 几种状态
2. Mutex 正常模式和饥饿模式
2. Mutex 正常模式和饥饿模式
3. Mutex 允许自旋的条件
3. Mutex 允许自旋的条件
4. RWMutex 实现
4. RWMutex 实现
5. RWMutex 注意事项
5. RWMutex 注意事项
6. Cond 是什么
6. Cond 是什么
7. Broadcast 和 Signal 区别
7. Broadcast 和 Signal 区别
8. Cond 中 Wait 使用
8. Cond 中 Wait 使用
9. WaitGroup 用法
9. WaitGroup 用法
10. WaitGroup 实现原理
10. WaitGroup 实现原理
11. 什么是 sync.Once
11. 什么是 sync.Once
12. 什么操作叫做原子操作
12. 什么操作叫做原子操作
13. 原子操作和锁的区别
13. 原子操作和锁的区别
14. 什么是 CAS
14. 什么是 CAS
Go面试题

ㅤ永久会员",
Mutex 几种状态,"⚫ mutexLocked — 表示互斥锁的锁定状态；
⚫ mutexWoken — 表示从正常模式被从唤醒；
⚫ mutexStarving — 当前的互斥锁进入饥饿状态；
⚫ waitersCount — 当前互斥锁上等待的 Goroutine 个数；
Go面试题

ㅤ永久会员",
Mutex 正常模式和饥饿模式,"正常模式(非公平锁)
正常模式下，所有等待锁的 goroutine 按照 FIFO(先进先出)顺序等待。唤醒的goroutine 不会直接拥有锁，而是会和新请求锁的 goroutine 竞争锁的拥有。新请求锁的 goroutine 具有优势：它正在 CPU 上执行，而且可能有好几个，所以刚刚唤醒的 goroutine 有很大可能在锁竞争中失败。在这种情况下，这个被 唤醒的 goroutine 会加入到等待队列的前面。 如果一个等待的 goroutine 超过1ms 没有获取锁，那么它将会把锁转变为饥饿模式。
饥饿模式(公平锁)
为了解决了等待 G 队列的长尾问题
饥饿模式下，直接由 unlock 把锁交给等待队列中排在第一位的 G(队头)，同时，饥饿模式下，新进来的 G 不会参与抢锁也不会进入自旋状态，会直接进入等待队列的尾部,这样很好的解决了老的 g 一直抢不到锁的场景。
饥饿模式的触发条件，当一个 G 等待锁时间超过 1 毫秒时，或者当前队列只剩下一个 g 的时候，Mutex 切换到饥饿模式。
总结
对于两种模式，正常模式下的性能是最好的，goroutine 可以连续多次获取 锁，饥饿模式解决了取锁公平的问题，但是性能会下降，其实是性能和公平的 一个平衡模式。
Go面试题

ㅤ永久会员",
Mutex 允许自旋的条件,"Go面试题

ㅤ永久会员",
RWMutex 实现,"通过记录 readerCount 读锁的数量来进行控制，当有一个写锁的时候，会将读锁数量设置为负数 1<<30。目的是让新进入的读锁等待写锁之后释放通知读锁。同样的写锁也会等等待之前的读锁都释放完毕，才会开始进行后续的操作。 而等写锁释放完之后，会将值重新加上 1<<30, 并通知刚才新进入的读锁 (rw.readerSem)，两者互相限制。
Go面试题

ㅤ永久会员",
RWMutex 注意事项,"⚫ RWMutex 是单写多读锁，该锁可以加多个读锁或者一个写锁
⚫ 读锁占用的情况下会阻止写，不会阻止读，多个 goroutine 可以同时获取读锁
⚫ 写锁会阻止其他 goroutine（无论读和写）进来，整个锁由该 goroutine 独占
⚫ 适用于读多写少的场景
⚫ RWMutex 类型变量的零值是一个未锁定状态的互斥锁。
⚫ RWMutex 在首次被使用之后就不能再被拷贝。
⚫ RWMutex 的读锁或写锁在未锁定状态，解锁操作都会引发 panic。
⚫ RWMutex 的一个写锁 Lock 去锁定临界区的共享资源，如果临界区的共享 资源已被（读锁或写锁）锁定，这个写锁操作的 goroutine 将被阻塞直到解锁。
⚫ RWMutex 的读锁不要用于递归调用，比较容易产生死锁。
⚫ RWMutex 的锁定状态与特定的 goroutine 没有关联。一个 goroutine 可以 RLock（Lock），另一个 goroutine 可以 RUnlock（Unlock）。
⚫ 写锁被解锁后，所有因操作锁定读锁而被阻塞的 goroutine 会被唤醒，并都可以成功锁定读锁。
⚫ 读锁被解锁后，在没有被其他读锁锁定的前提下，所有因操作锁定写锁而被阻塞的 goroutine，其中等待时间最长的一个 goroutine 会被唤醒。
Go面试题

ㅤ永久会员",
Cond 是什么,"Cond 实现了一种条件变量，可以使用在多个 Reader 等待共享资源 ready 的场景（如果只有一读一写，一个锁或者 channel 就搞定了）
每个 Cond 都会关联一个 Lock（*sync.Mutex or *sync.RWMutex），当修改条件或者调用 Wait 方法时，必须加锁，保护 condition。
Go面试题

ㅤ永久会员",
Broadcast 和 Signal 区别,"Broadcast 会唤醒所有等待 c 的 goroutine。 调用 Broadcast 的时候，可以加锁，也可以不加锁。
Signal 只唤醒 1 个等待 c 的 goroutine。 调用 Signal 的时候，可以加锁，也可以不加锁。
Go面试题

ㅤ永久会员",
Cond 中 Wait 使用,"Wait()会自动释放 c.L，并挂起调用者的 goroutine。之后恢复执行，Wait()会在返回时对 c.L 加锁。
除非被 Signal 或者 Broadcast 唤醒，否则 Wait()不会返回。
由于 Wait()第一次恢复时，C.L 并没有加锁，所以当 Wait 返回时，调用者通常并不能假设条件为真。
取而代之的是, 调用者应该在循环中调用 Wait。（简单来说，只要想使用condition，就必须加锁。）
Go面试题

ㅤ永久会员",
WaitGroup 用法,"一个 WaitGroup 对象可以等待一组协程结束。
使用方法是：
worker 协程执行结束以后，都要调用 wg.Done()；
main 协程调用 wg.Wait() 且被 block，直到所有 worker 协程全部执行结束后返回。
Go面试题

ㅤ永久会员",
WaitGroup 实现原理,"⚫ WaitGroup 主要维护了 2 个计数器，一个是请求计数器 v，一个是等待计数器 w，二者组成一个 64bit 的值，请求计数器占高 32bit，等待计数器占低 32bit。
⚫ 每次 Add 执行，请求计数器 v 加 1，Done 方法执行，请求计数器减 1，v为0 时通过信号量唤醒 Wait()。
Go面试题

ㅤ永久会员",
什么是 sync.Once,"⚫ Once 可以用来执行且仅仅执行一次动作，常常用于单例对象的初始化场景。
⚫ Once 常常用来初始化单例资源，或者并发访问只需初始化一次的共享资源，或者在测试的时候初始化一次测试资源。
⚫ sync.Once 只暴露了一个方法 Do，你可以多次调用 Do 方法，但是只有第一次调用 Do 方法时 f 参数才会执行，这里的 f 是一个无参数无返回值 的函数。
Go面试题

ㅤ永久会员",
什么操作叫做原子操作,"一个或者多个操作在 CPU 执行过程中不被中断的特性，称为原子性 (atomicity)。
这些操作对外表现成一个不可分割的整体，他们要么都执行，要么都不执行，外界不会看到他们只执行到一半的状态。而在现实世界中，CPU不可能不中断的执行一系列操作，但如果我们在执行多个操作时，能让他们的中间状态对外不可见，那我们就可以宣城他们拥有了“不可分割”的原子性。
在 Go 中，一条普通的赋值语句其实不是一个原子操作。列如，在 32 位机器上写 int64 类型的变量就会有中间状态，因为他会被拆成两次写操作(MOV)——写低 32 位和写高 32 位。
Go面试题

ㅤ永久会员",
原子操作和锁的区别,"原子操作由底层硬件支持，而锁则由操作系统的调度器实现。锁应当用来保护一段逻辑，对于一个变量更新的保护，原子操作通常会更有效率，并且更能利用计算机多核的优势，如果要更新的是一个复合对象，则应当使用 atomic.Value 封装好的实现。
Go面试题

ㅤ永久会员",
什么是 CAS,"CAS 的全称为 Compare And Swap，直译就是比较交换。是一条 CPU 的原子指令，其作用是让 CPU 先进行比较两个值是否相等，然后原子地更新某个位置的值，其实现方式是给予硬件平台的汇编指令，在 intel 的 CPU 中，使用的 cmpxchg 指令，就是说 CAS 是靠硬件实现的，从而在硬件层面提升效率。
简述过程是这样：
假设包含 3 个参数内存位置(V)、预期原值(A)和新值(B)。V 表示要更新变量的值，E 表示预期值，N 表示新值。仅当 V 值等于 E 值时，才会将 V 的值设为 N，如果 V 值和 E 值不同，则说明已经有其他线程在做更新，则当前线程什么都不做，最后 CAS 返回当前 V 的真实值。CAS 操作时抱着乐观的态度进行的，它总是认为自己可以成功完成操作。基于这样的原理，CAS 操作即使没有锁，也可以发现其他线程对于当前线程的干扰。
Go面试题

ㅤ永久会员",
Go Runtime面试题阅读指南（必看）,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. Goroutine 定义
1. Goroutine 定义
2. GMP 指的是什么
2. GMP 指的是什么
3. 1.0 之前 GM 调度模型
3. 1.0 之前 GM 调度模型
4. GMP 调度流程
4. GMP 调度流程
5. GMP 中 work stealing 机制
5. GMP 中 work stealing 机制
6. GMP 中 hand off 机制
6. GMP 中 hand off 机制
7. 协作式的抢占式调度
7. 协作式的抢占式调度
8. 基于信号的抢占式调度
8. 基于信号的抢占式调度
9. GMP 调度过程中存在哪些阻塞
9. GMP 调度过程中存在哪些阻塞
10. sysmon 有什么作用
10. sysmon 有什么作用
11. 三色标记原理
11. 三色标记原理
12. 插入写屏障
12. 插入写屏障
13. 删除写屏障
13. 删除写屏障
14. 写屏障
14. 写屏障
15. 混合写屏障
15. 混合写屏障
16. GC 触发时机
16. GC 触发时机
17. Go 语言中 GC 的流程是什么
17. Go 语言中 GC 的流程是什么
18. GC 如何调优
18. GC 如何调优
Go面试题

ㅤ永久会员",
Goroutine 定义,"Goroutine 是一个与其他 goroutines 并行运行在同一地址空间的 Go 函数或方法。一个运行的程序由一个或更多个 goroutine 组成。它与线程、协程、进程等不同。它是一个 goroutine” —— Rob Pike Goroutines 在同一个用户地址空间里并行独立执行 functions，channels 则用于 goroutines 间的通信和同步访问控制。
Go面试题

ㅤ永久会员",
GMP 指的是什么,"G（Goroutine）：我们所说的协程，为用户级的轻量级线程，每个 Goroutine 对象中的 sched 保存着其上下文信息.
M（Machine）：对内核级线程的封装，数量对应真实的 CPU 数（真正干活的对象）.
P（Processor）：即为 G 和 M 的调度对象，用来调度 G 和 M 之间的关联关系，其数量可通过 GOMAXPROCS()来设置，默认为核心数。
Go面试题

ㅤ永久会员",
1.0 之前 GM 调度模型,"调度器把 G 都分配到 M 上，不同的 G 在不同的 M 并发运行时，都需要向系统申请资源，比如堆栈内存等，因为资源是全局的，就会因为资源竞争照成很多性能损耗。为了解决这一的问题 go 从 1.1 版本引入，在运行时系统的时候加入 p 对象，让 P 去管理这个 G 对象，M 想要运行 G，必须绑定 P，才能运行 P 所管理 的 G。
单一全局互斥锁(Sched.Lock)和集中状态存储
Goroutine 传递问题（M 经常在 M 之间传递”可运行”的 goroutine）
每个 M 做内存缓存，导致内存占用过高，数据局部性较差
Go面试题

ㅤ永久会员",
GMP 调度流程,"⚫ 每个 P 有个局部队列，局部队列保存待执行的 goroutine(流程 2)，当 M 绑 定的 P 的的局部队列已经满了之后就会把 goroutine 放到全局队列(流程 2- 1)
⚫ 每个 P 和一个 M 绑定，M 是真正的执行 P 中 goroutine 的实体(流程 3)，M 从绑定的 P 中的局部队列获取 G 来执行
⚫ 当 M 绑定的 P 的局部队列为空时，M 会从全局队列获取到本地队列来执行G(流程 3.1)，当从全局队列中没有获取到可执行的 G 时候，M 会从其他 P 的局部队列中偷取 G 来执行(流程 3.2)，这种从其他 P 偷的方式称为 work  stealing
⚫ 当 G 因系统调用(syscall)阻塞时会阻塞 M，此时 P 会和 M 解绑即 hand  off，并寻找新的 idle 的 M，若没有 idle 的 M 就会新建一个 M(流程 5.1)。
⚫ 当 G 因 channel 或者 network I/O 阻塞时，不会阻塞 M，M 会寻找其他 runnable 的 G；当阻塞的 G 恢复后会重新进入 runnable 进入 P 队列等待执 行(流程 5.3)
Go面试题

ㅤ永久会员",
GMP 中 work stealing 机制,"存到 P 本地队列或者是全局队列。P 此时去唤醒一个 M。P 继续执行它的执行序。M 寻找是否有空闲的 P，如果有则将该 G 对象移动到它本身。接下来 M 执行一个调度循环(调用 G 对象->执行->清理线程→继续找新的 Goroutine 执行)。
Go面试题

ㅤ永久会员",
GMP 中 hand off 机制,"当本线程 M 因为 G 进行的系统调用阻塞时，线程释放绑定的 P，把 P 转移给其他空闲的 M’执行。当发生上线文切换时，需要对执行现场进行保护，以便下次被调度执行时进行现场恢复。Go 调度器 M 的栈保存在 G 对象上，只需要将 M 所需要的寄存器(SP、PC 等)保存到 G 对象上就可以实现现场保护。当这些寄存器数据被保护起来，就随时可以做上下文切换了，在中断之前把现场保存起来。如果此时 G 任务还没有执行完，M 可以将任务重新丢到 P 的任务队列，等待下 一次被调度执行。当再次被调度执行时，M 通过访问 G 的 vdsoSP、vdsoPC 寄存器进行现场恢复(从上次中断位置继续执行)。
Go面试题

ㅤ永久会员",
协作式的抢占式调度,"在 1.14 版本之前，程序只能依靠 Goroutine 主动让出 CPU 资源才能触发调度，存在问题
⚫ 某些 Goroutine 可以长时间占用线程，造成其它 Goroutine 的饥饿
⚫ 垃圾回收需要暂停整个程序（Stop-the-world，STW），最长可能需要几分钟的时间，导致整个程序无法工作。
Go面试题

ㅤ永久会员",
基于信号的抢占式调度,"在任何情况下，Go 运行时并行执行（注意，不是并发）的 goroutines 数量是小于等于 P 的数量的。为了提高系统的性能，P 的数量肯定不是越小越好，所以官方默认值就是 CPU 的核心数，设置的过小的话，如果一个持有 P 的 M， 由于 P 当前执行的 G 调用了 syscall 而导致 M 被阻塞，那么此时关键点：GO 的调度器是迟钝的，它很可能什么都没做，直到 M 阻塞了相当长时间以后，才会发现有一个 P/M 被 syscall 阻塞了。然后，才会用空闲的 M 来强这个 P。通过 sysmon 监控实现的抢占式调度，最快在 20us，最慢在 10-20ms 才 会发现有一个 M 持有 P 并阻塞了。操作系统在 1ms 内可以完成很多次线程调度（一般情况 1ms 可以完成几十次线程调度），Go 发起 IO/syscall 的时候执行该 G 的 M 会阻塞然后被 OS 调度走，P 什么也不干，sysmon 最慢要 10-20ms才能发现这个阻塞，说不定那时候阻塞已经结束了，宝贵的 P 资源就这么被阻塞的 M 浪费了。
Go面试题

ㅤ永久会员",
GMP 调度过程中存在哪些阻塞,"⚫ I/O，select
⚫ block on syscall
⚫ channel
⚫ 等待锁
⚫ runtime.Gosched()
Go面试题

ㅤ永久会员",
