问题,回答,所属分类
为什么重写 equals() 就一定要重写 hashCode() 方法？,"这个问题应该是有个前提，就是你需要用到 HashMap、HashSet 等 Java 集合，用不到哈希表的话，其实仅仅重写 equals() 方法也可以。而工作中的场景是常常用到 Java 集合，所以 Java 官方建议重写 equals() 就一定要重写 hashCode() 方法。
对于对象集合的判重，如果一个集合含有 10000 个对象实例，仅仅使用 equals() 方法的话，那么对于一个对象判重就需要比较 10000 次，随着集合规模的增大，时间开销是很大的。但是同时使用哈希表的话，就能快速定位到对象的大概存储位置，并且在定位到大概存储位置后，后续比较过程中，如果两个对象的 hashCode 不相同，也不再需要调用 equals() 方法，从而大大减少了 equals() 比较次数。
所以从程序实现原理上来讲的话，既需要 equals() 方法，也需要 hashCode() 方法。那么既然重写了 equals()，那么也要重写 hashCode() 方法，以保证两者之间的配合关系。
hashCode（）与equals（）的相关规定：
1、如果两个对象相等，则 hashCode 一定也是相同的；
2、两个对象相等，对两个对象分别调用 equals 方法都返回 true；
3、两个对象有相同的 hashCode 值，它们也不一定是相等的；
4、因此，equals 方法被覆盖过，则 hashCode 方法也必须被覆盖；
5、hashCode() 的默认行为是对堆上的对象产生独特值。如果没有重写 hashCode()，则该 class 的两个对象无论如何都不会相等（即使这两个对象指向相同的数据）。
Java基础
Java面试题",
& 和 && 的区别？,"Java 中 && 和 & 都是表示与的逻辑运算符，都表示逻辑运输符 and，当两边的表达式都为 true 的时候，整个运算结果才为 true，否则为 false。
&&：有短路功能，当第一个表达式的值为 false 的时候，则不再计算第二个表达式；
&：不管第一个表达式结果是否为 true，第二个都会执行。除此之外，& 还可以用作位运算符：当 & 两边的表达式不是 Boolean 类型的时候，& 表示按位操作。
Java基础
Java面试题",
Java 中的参数传递时传值呢？还是传引用？,"Java 的参数是以值传递的形式传入方法中，而不是引用传递。
当传递方法参数类型为基本数据类型（数字以及布尔值）时，一个方法是不可能修改一个基本数据类型的参数。
当传递方法参数类型为引用数据类型时，一个方法将修改一个引用数据类型的参数所指向对象的值。即使 Java 函数在传递引用数据类型时，也只是拷贝了引用的值罢了，之所以能修改引用数据是因为它们同时指向了一个对象，但这仍然是按值调用而不是引用调用。
Java基础
Java面试题",
Java 中的 Math.round(-1.5) 等于多少？,"等于 -1，因为在数轴上取值时，中间值（0.5）向右取整，所以正 0.5 是往上取整，负 0.5 是直接舍弃。
两个二进制数异或结果是这两个二进制数差的绝对值。表达式如下：a^b = |a-b|。
两个二进制 a 与 b 异或，即 a 和 b 两个数按位进行运算。如果对应的位相同，则为 0（相当于对应的算术相减），如果不同即为 1（相当于对应的算术相加）。由于二进制每个位只有两种状态，要么是 0，要么是 1，则按位异或操作可表达为按位相减取值相对值，再按位累加。
Java基础
Java面试题",
如何实现对象的克隆？,"（1）实现 Cloneable 接口并重写 Object 类中的 clone() 方法；
（2）实现 Serializable 接口，通过对象的序列化和反序列化实现克隆，可以实现真正的深克隆。
Java基础
Java面试题",
深克隆和浅克隆的区别？,"（1）浅克隆：拷贝对象和原始对象的引用类型引用同一个对象。浅克隆只是复制了对象的引用地址，两个对象指向同一个内存地址，所以修改其中任意的值，另一个值都会随之变化，这就是浅克隆。
（2）深克隆：拷贝对象和原始对象的引用类型引用不同对象。深拷贝是将对象及值复制过来，两个对象修改其中任意的值另一个值不会改变，这就是深拷贝（例：JSON.parse() 和 JSON.stringify()，但是此方法无法复制函数类型）。
补充：
深克隆的实现就是在引用类型所在的类实现 Cloneable 接口，并使用 public 访问修饰符重写 clone 方法。
Java 中定义的 clone 没有深浅之分，都是统一的调用 Object 的 clone 方法。为什么会有深克隆的概念？是由于我们在实现的过程中刻意的嵌套了 clone 方法的调用。也就是说深克隆就是在需要克隆的对象类型的类中重新实现克隆方法 clone()。
Java基础
Java面试题",
什么是 Java 的序列化，如何实现 Java 的序列化？,"对象序列化是一个用于将对象状态转换为字节流的过程，可以将其保存到磁盘文件中或通过网络发送到任何其他程序。从字节流创建对象的相反的过程称为反序列化。而创建的字节流是与平台无关的，在一个平台上序列化的对象可以在不同的平台上反序列化。序列化是为了解决在对象流进行读写操作时所引发的问题。
序列化的实现：将需要被序列化的类实现 Serializable 接口，该接口没有需要实现的方法，只是用于标注该对象是可被序列化的，然后使用一个输出流（如：FileOutputStream）来构造一个 ObjectOutputStream 对象，接着使用 ObjectOutputStream 对象的 writeObject(Object obj) 方法可以将参数为 obj 的对象写出，要恢复的话则使用输入流。
Java基础
Java面试题",
什么情况下需要序列化？,"（1）当你想把的内存中的对象状态保存到一个文件中或者数据库中时候；
（2）当你想用套接字在网络上传送对象的时候；
（3）当你想通过 RMI 传输对象的时候。
Java基础
Java面试题",
Java基础,"为了方便维护，校对错误等，目前改为只提供一种阅读方式，看这里： Java基础面试题阅读指南
 Java基础面试题阅读指南
Java基础",
Java基础面试题阅读指南,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. 解释下什么是面向对象？面向对象和面向过程的区别？
1. 解释下什么是面向对象？面向对象和面向过程的区别？
2. 面向对象的三大特性？分别解释下？
2. 面向对象的三大特性？分别解释下？
3. JDK、JRE、JVM 三者之间的关系？
3. JDK、JRE、JVM 三者之间的关系？
4. 重载和重写的区别？
4. 重载和重写的区别？
5. Java 中是否可以重写一个 private 或者 static 方法？
5. Java 中是否可以重写一个 private 或者 static 方法？
6. 构造方法有哪些特性？
6. 构造方法有哪些特性？
7. 在 Java 中定义一个不做事且没有参数的构造方法有什么作用？
7. 在 Java 中定义一个不做事且没有参数的构造方法有什么作用？
8. Java 中创建对象的几种方式？
8. Java 中创建对象的几种方式？
9. 抽象类和接口有什么区别？
9. 抽象类和接口有什么区别？
10. 静态变量和实例变量的区别？
10. 静态变量和实例变量的区别？
11. 12、short s1 = 1；s1 = s1 + 1；有什么错？那么 short s1 = 1; s1 += 1；呢？有没有错误？
11. 12、short s1 = 1；s1 = s1 + 1；有什么错？那么 short s1 = 1; s1 += 1；呢？有没有错误？
12. Integer 和 int 的区别？
12. Integer 和 int 的区别？
13. 装箱和拆箱的区别
13. 装箱和拆箱的区别
14. switch 语句能否作用在 byte 上，能否作用在 long 上，能否作用在 String 上？
14. switch 语句能否作用在 byte 上，能否作用在 long 上，能否作用在 String 上？
15. 16、final、finally、finalize 的区别
15. 16、final、finally、finalize 的区别
16.  和 equals 的区别？
16.  和 equals 的区别？
17. 两个对象的 hashCode() 相同，则 equals() 也一定为 true 吗？
17. 两个对象的 hashCode() 相同，则 equals() 也一定为 true 吗？
18. 为什么重写 equals() 就一定要重写 hashCode() 方法？
18. 为什么重写 equals() 就一定要重写 hashCode() 方法？
19. & 和 && 的区别？
19. & 和 && 的区别？
20. Java 中的参数传递时传值呢？还是传引用？
20. Java 中的参数传递时传值呢？还是传引用？
21. Java 中的 Math.round(-1.5) 等于多少？
21. Java 中的 Math.round(-1.5) 等于多少？
22. 如何实现对象的克隆？
22. 如何实现对象的克隆？
23. 深克隆和浅克隆的区别？
23. 深克隆和浅克隆的区别？
24. 什么是 Java 的序列化，如何实现 Java 的序列化？
24. 什么是 Java 的序列化，如何实现 Java 的序列化？
25. 什么情况下需要序列化？
25. 什么情况下需要序列化？
26. Java 的泛型是如何工作的 ? 什么是类型擦除 ?
26. Java 的泛型是如何工作的 ? 什么是类型擦除 ?
27. 什么是泛型中的限定通配符和非限定通配符 ?
27. 什么是泛型中的限定通配符和非限定通配符 ?
28. List< ? extends T > 和 List < ? super T > 之间有什么区别 ?
28. List< ? extends T > 和 List < ? super T > 之间有什么区别 ?
29. Java 中的反射是什么意思？有哪些应用场景？
29. Java 中的反射是什么意思？有哪些应用场景？
30. 反射的优缺点？
30. 反射的优缺点？
31. Java 中的动态代理是什么？有哪些应用？
31. Java 中的动态代理是什么？有哪些应用？
32. 怎么实现动态代理？
32. 怎么实现动态代理？
33. static 关键字的作用？
33. static 关键字的作用？
34. super 关键字的作用？
34. super 关键字的作用？
35. finally 块中的代码什么时候被执行？
35. finally 块中的代码什么时候被执行？
36. finally 是不是一定会被执行到？
36. finally 是不是一定会被执行到？
37. try-catch-finally 中，如果 catch 中 return 了，finally 还会执行吗？
37. try-catch-finally 中，如果 catch 中 return 了，finally 还会执行吗？
38. try-catch-finally 中那个部分可以省略？
38. try-catch-finally 中那个部分可以省略？
39. Error 和 Exception 的区别？
39. Error 和 Exception 的区别？
40. 运行时异常与受检异常有何异同？
40. 运行时异常与受检异常有何异同？
41. throw 和 throws 的区别？
41. throw 和 throws 的区别？
42. 常见的异常类有哪些？
42. 常见的异常类有哪些？
43. 主线程可以捕获到子线程的异常吗？
43. 主线程可以捕获到子线程的异常吗？
44. 字节和字符的区别？
44. 字节和字符的区别？
45. String 为什么要设计为不可变类？
45. String 为什么要设计为不可变类？
46. String、StringBuilder、StringBuffer 的区别？
46. String、StringBuilder、StringBuffer 的区别？
47. String 字符串修改实现的原理？
47. String 字符串修改实现的原理？
48. String str = “i” 与 String str = new String(“i”) 一样吗？
48. String str = “i” 与 String str = new String(“i”) 一样吗？
49. String 类的常用方法都有那些？
49. String 类的常用方法都有那些？
50. final 修饰 StringBuffer 后还可以 append 吗？
50. final 修饰 StringBuffer 后还可以 append 吗？
51. Java 中的 IO 流的分类？说出几个你熟悉的实现类？
51. Java 中的 IO 流的分类？说出几个你熟悉的实现类？
52. 字节流和字符流有什么区别？
52. 字节流和字符流有什么区别？
53. BIO、NIO、AIO 有什么区别？
53. BIO、NIO、AIO 有什么区别？
Java基础",
20万字Java开发面试手册出炉,"对于编程学习，很多人可能学了之后，不知道自己处于哪个阶段，也不到究竟要学到哪个程度，帅地觉得，验证自己学得如何最好的面试，就是尝试去面试，而面试无非就是问你一些面试题，所以呢，帅地整理了一整套 Java 后端面试题。
当然，不仅仅包含 Java 技术栈，还有计算机网络，操作系统，MySQL 等等，并且附带了详细的答案，无论是想面试还是想看看自己学得如何，都值得一看。
这里提供两种阅读方式：PDF 阅读 和在线阅读
给大家看一下目录

总共 20 万的字数，微信搜索关注「帅地玩编程」，回复「010」，即可获取最新版的 PDF 哦，扫码直达

另外，也提供了在线阅读的模式，也就是在帅地的个人网站阅读

直达链接：https://www.iamshuaidi.com
https://www.iamshuaidi.com
Java基础
Java字符串
Java异常
Java集合
SpringMVC面试题",
