问题,回答,所属分类
HashTable 和 ConcurrentHashMap 的区别？,"HashTable 和 ConcurrentHashMap 相比，效率低。 Hashtable 之所以效率低主要是使用了 synchronized 关键字对 put 等操作进行加锁，而 synchronized 关键字加锁是对整张 Hash 表的，即每次锁住整张表让线程独占，致使效率低下，而 ConcurrentHashMap 在对象中保存了一个 Segment 数组，即将整个 Hash 表划分为多个分段；
而每个Segment元素，即每个分段则类似于一个Hashtable；这样，在执行 put 操作时首先根据 hash 算法定位到元素属于哪个 Segment，然后对该 Segment 加锁即可，因此， ConcurrentHashMap 在多线程并发编程中可是实现多线程 put操作。
Java集合",
ConcurrentHashMap 的实现原理是什么？,"数据结构
JDK 7：中 ConcurrentHashMap 采用了数组 + Segment + 分段锁的方式实现。
JDK 8：中 ConcurrentHashMap 参考了 JDK 8 HashMap 的实现，采用了数组 + 链表 + 红黑树的实现方式来设计，内部大量采用 CAS 操作。
ConcurrentHashMap 采用了非常精妙的”分段锁”策略，ConcurrentHashMap 的主干是个 Segment 数组。
Segment 继承了 ReentrantLock，所以它就是一种可重入锁（ReentrantLock)。在 ConcurrentHashMap，一个 Segment 就是一个子哈希表，Segment 里维护了一个 HashEntry 数组，并发环境下，对于不同 Segment 的数据进行操作是不用考虑锁竞争的。就按默认的 ConcurrentLevel 为 16 来讲，理论上就允许 16 个线程并发执行。
所以，对于同一个 Segment 的操作才需考虑线程同步，不同的 Segment 则无需考虑。Segment 类似于 HashMap，一个 Segment 维护着一个HashEntry 数组：
HashEntry 是目前我们提到的最小的逻辑处理单元了。一个 ConcurrentHashMap 维护一个 Segment 数组，一个 Segment 维护一个 HashEntry 数组。因此，ConcurrentHashMap 定位一个元素的过程需要进行两次 Hash 操作。第一次 Hash 定位到 Segment，第二次 Hash 定位到元素所在的链表的头部。
Java集合",
HashSet 的实现原理？,"HashSet 的实现是依赖于 HashMap 的，HashSet 的值都是存储在 HashMap 中的。在 HashSet 的构造法中会初始化一个 HashMap 对象，HashSet 不允许值重复。因此，HashSet 的值是作为 HashMap 的 key 存储在 HashMap 中的，当存储的值已经存在时返回 false。
Java集合",
HashSet 怎么保证元素不重复的？,"元素值作为的是 map 的 key，map 的 value 则是 PRESENT 变量，这个变量只作为放入 map 时的一个占位符而存在，所以没什么实际用处。其实，这时候答案已经出来了：HashMap 的 key 是不能重复的，而这里HashSet 的元素又是作为了 map 的 key，当然也不能重复了。
Java集合",
LinkedHashMap 的实现原理?,"LinkedHashMap 也是基于 HashMap 实现的，不同的是它定义了一个 Entry header，这个 header 不是放在 Table 里，它是额外独立出来的。LinkedHashMap 通过继承 hashMap 中的 Entry，并添加两个属性 Entry before，after 和 header 结合起来组成一个双向链表，来实现按插入顺序或访问顺序排序。
LinkedHashMap 定义了排序模式 accessOrder，该属性为 boolean 型变量，对于访问顺序，为 true；对于插入顺序，则为 false。一般情况下，不必指定排序模式，其迭代顺序即为默认为插入顺序。
Java集合",
Iterator 怎么使用？有什么特点？,"迭代器是一种设计模式，它是一个对象，它可以遍历并选择序列中的对象，而开发人员不需要了解该序列的底层结构。迭代器通常被称为“轻量级”对象，因为创建它的代价小。Java 中的 Iterator 功能比较简单，并且只能单向移动：　　
Java集合",
Iterator 和 ListIterator 有什么区别？,"Iterator 可用来遍历 Set 和 List 集合，但是 ListIterator 只能用来遍历 List。Iterator 对集合只能是前向遍历，ListIterator 既可以前向也可以后向。ListIterator 实现了 Iterator 接口，并包含其他的功能，比如：增加元素，替换元素，获取前一个和后一个元素的索引等等。
Java集合",
Iterator 和 Enumeration 接口的区别？,"与 Enumeration 相比，Iterator 更加安全，因为当一个集合正在被遍历的时候，它会阻止其它线程去修改集合。否则会抛出 ConcurrentModificationException 异常。这其实就是 fail-fast 机制。具体区别有三点：
Java集合",
fail-fast 与 fail-safe 有什么区别？,"Iterator 的 fail-fast 属性与当前的集合共同起作用，因此它不会受到集合中任何改动的影响。Java.util 包中的所有集合类都被设计为 fail-fast 的，而 java.util.concurrent 中的集合类都为 fail-safe 的。当检测到正在遍历的集合的结构被改变时，fail-fast 迭代器抛出ConcurrentModificationException，而 fail-safe 迭代器从不抛出 ConcurrentModificationException。
Java集合",
Collection 和 Collections 有什么区别？,"Collection：是最基本的集合接口，一个 Collection 代表一组 Object，即 Collection 的元素。它的直接继承接口有 List，Set 和 Queue。
Collections：是不属于 Java 的集合框架的，它是集合类的一个工具类/帮助类。此类不能被实例化， 服务于 Java 的 Collection 框架。它包含有关集合操作的静态多态方法，实现对各种集合的搜索、排序、线程安全等操作。
Java集合",
Java集合,"为了方便维护，校对错误等，目前改为只提供一种阅读方式，看这里： Java集合面试题阅读指南
 Java集合面试题阅读指南
Java集合",
Java集合面试题阅读指南,"大家好，我是帅地。
为了方便大家复习，这些面试题的展示采取了右边面试题目，左边答案的方式，方便大家按需查看。
由于手机端不支持这种展示方式，当然，为了手机方便阅读，下面会贴出所有面试题答案链接，不过大家最好在 PC 电脑端阅读哈，相关面试题还会持续更新，尽量补充完善起来，建议收藏帅地的网站哦。
1. Java 中常用的容器有哪些？
1. Java 中常用的容器有哪些？
2. ArrayList 和 LinkedList 的区别？
2. ArrayList 和 LinkedList 的区别？
3. ArrayList 实现 RandomAccess 接口有何作用？为何 LinkedList 却没实现这个接口？
3. ArrayList 实现 RandomAccess 接口有何作用？为何 LinkedList 却没实现这个接口？
4. ArrayList 的扩容机制？
4. ArrayList 的扩容机制？
5. Array 和 ArrayList 有何区别？什么时候更适合用 Array？
5. Array 和 ArrayList 有何区别？什么时候更适合用 Array？
6. HashMap 的实现原理/底层数据结构？JDK1.7 和 JDK1.8
6. HashMap 的实现原理/底层数据结构？JDK1.7 和 JDK1.8
7. HashMap 的 put 方法的执行过程？
7. HashMap 的 put 方法的执行过程？
8. HashMap 的 get 方法的执行过程？
8. HashMap 的 get 方法的执行过程？
9. HashMap 的 resize 方法的执行过程？
9. HashMap 的 resize 方法的执行过程？
10. HashMap 的 size 为什么必须是 2 的整数次方？
10. HashMap 的 size 为什么必须是 2 的整数次方？
11. HashMap 多线程死循环问题？
11. HashMap 多线程死循环问题？
12. HashMap 的 get 方法能否判断某个元素是否在 map 中？
12. HashMap 的 get 方法能否判断某个元素是否在 map 中？
13. HashMap 与 HashTable 的区别是什么？
13. HashMap 与 HashTable 的区别是什么？
14. HashMap 与 ConcurrentHashMap 的区别是什么?
14. HashMap 与 ConcurrentHashMap 的区别是什么?
15. HashTable 和 ConcurrentHashMap 的区别？
15. HashTable 和 ConcurrentHashMap 的区别？
16. ConcurrentHashMap 的实现原理是什么？
16. ConcurrentHashMap 的实现原理是什么？
17. HashSet 的实现原理？
17. HashSet 的实现原理？
18. HashSet 怎么保证元素不重复的？
18. HashSet 怎么保证元素不重复的？
19. LinkedHashMap 的实现原理?
19. LinkedHashMap 的实现原理?
20. Iterator 怎么使用？有什么特点？
20. Iterator 怎么使用？有什么特点？
21. Iterator 和 ListIterator 有什么区别？
21. Iterator 和 ListIterator 有什么区别？
22. Iterator 和 Enumeration 接口的区别？
22. Iterator 和 Enumeration 接口的区别？
23. fail-fast 与 fail-safe 有什么区别？
23. fail-fast 与 fail-safe 有什么区别？
24. Collection 和 Collections 有什么区别？
24. Collection 和 Collections 有什么区别？
 Java面试题分类阅读指南（必看）
 Java面试题分类阅读指南（必看）
 操作系统面试题阅读指南（必看）
 操作系统面试题阅读指南（必看）
阅读指南（必看）
阅读指南（必看）
MySQL面试题阅读指南（必看）
MySQL面试题阅读指南（必看）
 Redis面试题阅读指南（必看）
 Redis面试题阅读指南（必看）
消息队列和Zookeeper面试题阅读指南（必看）
消息队列和Zookeeper面试题阅读指南（必看）
持续更新～持续更新～持续更新～
记得收藏呀
Java集合",
JDK1.8之后，HashMap头插法改为尾插法？,"1.头插法在并发下有致命问题，就是可能形成数据环，get 数据时死循环，而在 1.8 之前因为处理 hash 冲突的方式是用链表存放数据，使用头插法可以提升一定效率。
但是在 1.8 之后这个效率提升就可有可无了，链表长度超过 7 就要考虑升级红黑树了，所以哪怕进行尾插遍历次数也会很有限，效率影响不大。
2.就是因为 1.8 之后数据结构的变动，当链表长度达到阈值，升级为红黑树后头插法就不适用了，因为构建红黑树需要进行比对更新序列，也就不能去说是头插法还是尾插了
Java集合",
